1	3.893443
2	3.333333
3	2.906977
4	3.491071
5	3.236842
6	3.416667
7	3.824468
8	3.952830
9	3.825301
10	3.980000
11	3.759259
12	4.419355
13	3.402299
14	3.955555
15	3.746667
16	3.476191
17	3.148936
18	2.750000
19	4.184210
20	3.225806
21	2.951220
22	4.092715
23	4.000000
24	3.385542
25	3.427536
26	3.352941
27	3.032258
28	3.965278
29	2.534483
30	4.095238
31	3.693333
32	3.800000
33	3.422222
34	3.500000
35	2.285714
36	1.666667
37	2.333333
38	3.188679
39	3.219512
40	2.730769
41	3.142857
42	3.797101
43	3.055556
44	3.214286
45	3.930233
46	3.333333
47	3.671642
48	4.132075
49	3.285714
50	4.378290
51	3.567568
52	3.580000
53	2.982759
54	3.111111
55	3.708861
56	3.917127
57	3.894737
58	3.662338
59	3.906977
60	4.090909
61	4.000000
62	3.289855
63	3.263158
64	4.428571
65	3.423077
66	3.524390
67	2.921569
68	3.363636
69	3.852564
70	3.637168
71	3.801802
72	3.090909
73	3.500000
74	3.500000
76	3.480000
77	3.250000
78	2.352941
79	4.061452
80	2.633333
81	3.571429
82	3.762963
83	4.068182
84	2.750000
85	2.814815
86	3.962025
87	4.015625
88	3.539823
89	4.166667
90	2.978723
91	3.760000
92	3.666667
93	3.769231
94	3.000000
95	3.827586
96	4.000000
97	3.772358
98	4.288043
99	3.609756
100	4.101961
101	3.277778
102	3.230769
103	2.500000
104	2.000000
105	2.548387
106	2.897436
107	3.666667
108	2.882353
109	3.388060
110	2.466667
111	3.439189
112	2.384615
113	4.000000
114	4.448276
115	3.200000
116	3.797101
117	3.648649
118	3.203947
119	4.000000
120	2.214286
121	3.378151
122	2.385965
123	3.245283
124	4.035714
125	3.653543
126	3.710526
127	4.259091
128	3.588235
129	3.833333
130	2.285714
131	3.666667
132	4.059829
133	3.783133
134	4.270270
135	3.854962
136	4.176471
137	3.804598
138	3.125000
139	2.800000
140	3.206897
141	3.512195
142	2.925926
143	3.833333
144	3.827869
145	2.548387
146	3.000000
147	3.369565
148	3.180328
149	3.090909
150	3.859155
151	3.607143
152	3.822222
153	3.714286
154	3.700000
155	2.981818
156	3.846154
157	3.551724
158	2.285714
159	3.054545
160	3.551724
161	3.418182
162	3.460000
163	3.522727
164	3.513889
165	3.942857
166	4.333333
167	2.825000
168	4.067901
169	4.612903
170	4.048387
171	3.733333
172	4.305263
173	4.201087
174	4.288288
175	3.681818
176	3.925170
177	3.767123
178	4.375000
179	3.850877
180	4.099099
181	4.015326
182	4.000000
183	3.955555
184	3.317460
185	4.094828
186	3.753968
187	4.188525
188	3.769231
189	4.030303
190	4.153846
191	4.192000
192	3.950820
193	3.894118
194	4.000000
195	3.847682
196	3.854839
197	3.966102
198	4.158730
199	4.237500
200	3.853211
201	3.500000
202	3.783784
203	3.804878
204	3.748571
205	3.987342
206	3.458333
207	3.645161
208	3.896226
209	3.725275
210	3.928144
211	3.893204
212	3.645833
213	3.936508
214	3.327273
215	3.682692
216	3.873134
217	3.131148
218	3.469880
219	3.237288
220	3.444444
221	3.800000
222	3.577320
223	4.176471
224	4.000000
225	2.877193
226	3.375000
227	3.244186
228	3.828125
229	3.000000
230	3.381443
231	2.652778
232	3.142857
233	3.294118
234	3.709220
235	2.891892
236	3.947368
237	3.651515
238	3.723077
239	3.513514
240	2.831169
241	3.509434
242	4.000000
243	2.382353
244	3.120000
245	3.147287
246	3.833333
247	1.000000
248	3.645570
249	3.130435
250	3.561798
251	3.866667
252	3.000000
253	3.866667
254	2.513514
255	3.487805
256	3.500000
257	3.746914
258	3.759336
259	2.833333
260	2.552239
261	2.541667
262	3.888889
263	1.500000
264	2.836735
265	3.897959
266	2.444444
267	2.500000
268	3.816794
269	3.888199
270	3.661972
271	3.265487
272	4.184466
273	3.400000
274	3.639175
275	3.972028
276	3.629139
277	3.515152
278	3.093750
279	3.250000
280	3.279070
281	3.298507
282	3.794872
283	3.739130
284	3.150943
285	4.204545
286	3.684825
287	3.628572
288	3.368889
289	2.879433
290	3.086957
291	3.475410
292	3.656250
293	3.810127
294	3.205323
295	3.450000
296	3.000000
297	3.923077
298	3.700000
299	2.850000
300	3.633929
301	3.273504
302	4.167702
303	3.632353
304	3.487805
305	3.720930
306	3.913043
307	3.578947
308	3.100000
309	3.312500
310	3.628205
311	3.750000
312	3.073171
313	4.267857
314	1.000000
315	4.046512
316	4.092593
317	3.977273
318	4.554054
319	3.415584
320	4.000000
321	3.090909
322	3.079646
323	2.984848
324	3.137931
325	2.480769
326	3.420000
327	3.451613
328	3.403974
329	3.461539
330	3.130435
331	3.508772
332	3.492537
333	3.677165
334	3.272727
335	2.833333
336	2.478261
337	3.142857
338	2.729167
339	3.115385
340	3.526882
341	3.000000
342	2.850000
343	3.000000
344	3.629630
345	3.457143
346	3.606557
347	3.577465
348	3.200000
349	2.937500
350	3.176471
351	2.900000
352	1.944444
353	2.666667
354	3.437500
355	2.608696
356	3.450980
357	4.285714
358	2.615385
359	3.545455
360	3.200000
361	3.400000
362	2.933333
363	2.800000
364	3.300000
365	3.074074
366	3.173913
367	3.565217
368	1.937500
369	2.653846
370	2.785714
371	3.235294
372	3.550000
373	2.909091
374	2.166667
375	2.153846
376	2.800000
377	2.833333
378	3.696429
379	2.842105
380	3.245902
381	3.380000
382	3.529412
383	2.636364
384	2.777778
385	3.545455
386	2.770833
387	3.206897
388	2.375000
389	3.437500
390	2.800000
391	2.724138
392	3.718750
393	3.418367
394	3.000000
395	2.760000
396	2.695652
397	2.250000
398	2.176471
399	3.400000
400	2.777778
401	2.736842
402	3.432099
403	3.431579
404	3.473684
405	3.337143
406	2.416667
407	2.476191
408	4.566667
409	3.314286
410	2.931507
411	2.945205
412	2.581395
413	2.521739
414	3.653846
415	3.000000
416	3.444444
417	2.944444
418	3.550725
419	3.663265
420	3.577778
421	3.630435
422	2.705882
423	3.695652
424	1.333333
425	3.842105
426	3.000000
427	4.258621
428	3.609375
429	3.846154
430	3.931818
431	3.478261
432	3.797753
433	3.564706
434	3.815789
435	3.881188
436	3.409091
437	1.000000
438	1.500000
439	1.000000
440	2.000000
441	2.656250
442	2.000000
443	3.739726
444	2.750000
445	3.666667
446	2.333333
447	3.301587
448	3.400000
449	2.907692
450	2.074074
451	3.178947
452	2.444444
453	2.285714
454	3.666667
455	3.184211
456	2.181818
457	2.076923
458	3.095238
459	3.933333
460	3.100000
461	3.678571
462	3.942029
463	3.562500
464	3.500000
465	3.431818
466	3.379310
467	3.608696
468	3.324324
469	3.851852
470	3.719298
471	3.593220
472	3.113636
473	3.181818
474	4.206522
475	3.868852
476	3.094594
477	3.207547
478	4.115385
479	4.283951
480	4.370787
481	4.117647
482	3.876923
483	4.400000
484	4.128572
485	3.827586
486	4.000000
487	4.181818
488	4.233333
489	4.160000
490	4.045455
491	3.866667
492	3.733333
493	4.133333
494	4.000000
495	3.600000
496	4.084615
497	3.911765
498	4.126582
499	3.906250
500	4.090909
501	3.357143
502	3.777778
503	3.611111
504	3.830508
505	4.060606
506	3.791667
507	3.826923
508	3.571429
509	3.843750
510	3.900000
511	4.186813
512	3.961539
513	4.303030
514	3.858824
515	4.263637
516	3.880000
517	3.948718
518	3.604651
519	4.173913
520	4.136364
521	3.822581
522	3.888889
523	3.941176
524	4.230769
525	4.088235
526	3.853333
527	3.901099
528	4.076923
529	4.044445
530	3.971429
531	3.846154
532	3.300000
533	3.555556
534	3.000000
535	3.156250
536	3.333333
537	3.692308
538	3.470588
539	2.291667
540	2.333333
541	2.923077
542	2.448276
543	3.400000
544	3.060606
545	1.250000
546	3.122137
547	3.434783
548	1.750000
549	3.479167
550	3.168675
551	2.500000
552	2.684211
553	3.419355
554	2.780488
555	2.000000
556	2.400000
557	3.333333
558	3.580645
559	3.032787
560	2.750000
561	2.880000
562	3.296296
563	2.428571
564	1.900000
565	2.750000
566	3.515152
567	2.772727
568	3.522522
569	2.500000
570	3.034483
571	2.800000
572	2.692308
573	3.071429
574	2.000000
575	2.368421
576	3.078431
577	2.350000
578	3.116279
579	2.545455
580	3.647059
581	2.923077
582	3.547619
583	2.933333
584	3.690476
585	2.375000
586	2.571429
587	3.666667
588	3.804124
589	4.166667
590	2.200000
591	3.538461
592	3.600000
593	3.000000
594	3.000000
595	2.968750
596	3.378788
597	3.229167
598	2.000000
600	2.000000
601	4.181818
602	3.478261
603	4.373832
604	3.871795
605	3.333333
606	4.052631
607	3.843750
608	3.916667
609	3.500000
610	3.714286
611	4.000000
612	4.285714
613	4.200000
614	3.909091
615	4.107143
616	3.448276
617	3.875000
618	3.714286
619	3.312500
620	3.190476
621	2.333333
622	3.235294
623	2.947368
624	2.888889
625	3.414634
626	2.000000
627	3.250000
628	3.440476
629	3.230769
630	3.187500
631	3.709091
632	3.692308
633	4.153846
634	3.125000
635	2.615385
636	3.195652
637	2.750000
638	3.521739
639	3.700000
640	2.800000
641	4.000000
642	3.425000
643	4.000000
644	3.611111
645	3.916667
646	3.631579
647	4.277778
648	4.187500
649	3.409091
650	3.527778
651	3.987180
652	4.025641
653	4.000000
654	4.090909
655	3.754545
656	3.958333
657	4.194445
658	3.222222
659	4.058824
660	3.723684
661	4.051282
662	3.340909
663	3.770492
664	3.640000
665	2.822222
666	2.000000
667	2.000000
668	2.333333
669	1.800000
670	2.666667
671	3.666667
672	2.700000
673	3.657895
674	3.000000
675	3.321429
676	3.162791
678	2.895652
679	3.000000
680	2.375000
681	2.214286
682	2.923077
683	2.045455
684	3.710843
685	3.303797
686	3.666667
687	2.114286
688	2.000000
689	2.945946
690	3.546512
691	3.500000
692	3.621622
693	3.702128
694	4.090909
695	2.600000
696	3.186047
697	3.476191
698	2.333333
699	3.659575
700	3.200000
701	3.666667
702	2.720000
703	3.555556
704	3.000000
705	3.904762
706	3.000000
707	3.939394
708	3.400000
709	3.833333
710	3.552632
712	3.000000
713	3.325581
714	3.333333
715	3.326087
716	3.178571
717	2.790698
718	3.900000
719	2.312500
720	3.150000
721	3.500000
722	2.750000
723	3.153846
724	3.500000
725	2.555556
726	2.428571
727	3.272727
728	3.136364
729	3.472222
730	3.428571
731	3.045455
732	3.680412
733	2.875000
734	2.428571
735	3.907692
736	3.970588
737	3.096774
738	2.750000
739	3.290698
740	3.685714
741	3.217391
742	3.676692
743	1.894737
744	3.480000
745	3.800000
746	3.444444
747	3.380000
748	3.217949
749	3.200000
750	3.741935
751	3.436893
752	3.200000
753	3.625000
754	3.400000
755	3.381818
756	3.000000
757	2.666667
758	2.142857
759	2.800000
760	2.826087
761	3.058824
762	3.518518
763	3.329114
764	2.818182
765	2.562500
766	3.000000
767	2.500000
768	3.260870
769	2.578947
770	3.407408
771	2.727273
772	3.555556
773	2.875000
774	3.250000
775	2.500000
776	3.666667
777	1.333333
778	3.454545
779	2.823529
780	3.035714
781	3.363636
782	2.000000
783	2.461539
785	3.312500
786	2.285714
787	3.400000
788	3.000000
789	3.720000
790	2.777778
791	2.333333
792	3.710526
793	3.666667
794	3.714286
795	2.230769
796	3.222222
797	3.000000
798	2.000000
799	2.666667
800	2.636364
801	2.800000
802	2.789474
803	2.666667
804	3.333333
805	3.833333
806	3.500000
807	2.000000
808	2.937500
809	3.043478
810	3.043478
811	4.000000
812	3.444444
813	3.916667
815	3.245902
816	2.111111
817	1.000000
818	2.923077
819	2.560000
820	2.905660
821	3.363636
822	2.500000
823	2.682927
824	2.545455
825	3.047619
826	2.612245
827	2.833333
828	3.000000
829	2.666667
831	2.577778
832	2.909091
833	3.321429
834	1.818182
835	3.555556
836	3.909091
837	4.142857
838	3.000000
839	4.000000
840	2.607143
841	2.838710
842	3.181818
843	2.545455
844	3.736842
845	3.451220
846	3.200000
847	3.629630
848	3.000000
849	2.730769
851	4.000000
853	3.500000
854	2.714286
855	3.702703
856	3.611111
858	1.000000
859	3.000000
860	2.285714
861	2.000000
862	2.600000
863	3.769231
864	3.432432
865	3.583333
866	3.237288
867	4.000000
868	3.000000
869	3.142857
870	2.833333
871	2.342857
872	2.875000
873	3.127660
874	3.705882
875	2.846154
876	2.846154
877	2.566667
878	2.785714
879	3.276923
880	3.000000
881	3.071429
882	3.444444
883	3.666667
884	3.000000
885	2.222222
886	3.000000
887	3.575000
888	4.000000
